Player,Team,Position,GW,Predicted Points
Swinkels,AVL,DEF,24,2.2
Swinkels,AVL,DEF,25,2.0
Swinkels,AVL,DEF,26,2.1
Thomas,LEI,DEF,21,2.0
Thomas,LEI,DEF,22,2.1
Thomas,LEI,DEF,23,2.5
Thomas,LEI,DEF,24,2.1
Thomas,LEI,DEF,25,2.2
Thomas,LEI,DEF,26,2.1
Milner,BHA,MID,21,2.0
Milner,BHA,MID,22,2.1
Milner,BHA,MID,23,2.1
Milner,BHA,MID,24,2.0
Milner,BHA,MID,25,1.9
Milner,BHA,MID,26,2.4
Kporha,CRY,DEF,21,2.0
Kporha,CRY,DEF,22,2.2
Kporha,CRY,DEF,23,2.0
Kporha,CRY,DEF,24,2.2
Kporha,CRY,DEF,25,1.8
Kporha,CRY,DEF,26,2.2
Wilson-Brown,LEI,DEF,21,2.0
Wilson-Brown,LEI,DEF,22,2.1
Wilson-Brown,LEI,DEF,23,2.5
Wilson-Brown,LEI,DEF,24,2.1
Wilson-Brown,LEI,DEF,25,2.2
Wilson-Brown,LEI,DEF,26,2.1
Nkunku,CHE,MID,21,2.0
Nkunku,CHE,MID,22,2.1
Nkunku,CHE,MID,23,1.9
Nkunku,CHE,MID,24,2.1
Nkunku,CHE,MID,25,2.0
Nkunku,CHE,MID,26,1.9
Mayers,WHU,DEF,21,2.0
Mayers,WHU,DEF,22,2.0
Mayers,WHU,DEF,23,2.4
Mayers,WHU,DEF,24,2.4
Mayers,WHU,DEF,25,2.0
Mayers,WHU,DEF,26,2.4
Samuels,BHA,DEF,21,2.0
Samuels,BHA,DEF,22,2.3
Samuels,BHA,DEF,23,1.9
Samuels,BHA,DEF,24,2.1
Samuels,BHA,DEF,25,2.1
Samuels,BHA,DEF,26,2.1
Slater,BHA,DEF,21,2.0
Slater,BHA,DEF,22,2.3
Slater,BHA,DEF,23,1.9
Slater,BHA,DEF,24,2.1
Slater,BHA,DEF,25,2.1
Slater,BHA,DEF,26,2.1
McConville,BHA,DEF,21,2.0
McConville,BHA,DEF,22,2.2
McConville,BHA,DEF,23,1.9
McConville,BHA,DEF,24,2.1
McConville,BHA,DEF,25,2.1
McConville,BHA,DEF,26,2.1
Wilson,FUL,MID,21,2.0
Wilson,FUL,MID,22,2.1
Wilson,FUL,MID,23,2.0
Wilson,FUL,MID,24,1.9
Wilson,FUL,MID,25,2.1
Wilson,FUL,MID,26,2.1
Yates,NFO,MID,21,2.0
Yates,NFO,MID,22,2.2
Yates,NFO,MID,23,1.9
Yates,NFO,MID,24,2.1
Yates,NFO,MID,25,2.0
Yates,NFO,MID,26,2.0
Mangala,EVE,MID,21,2.0
Mangala,EVE,MID,22,2.0
Mangala,EVE,MID,23,2.0
Mangala,EVE,MID,24,2.2
Mangala,EVE,MID,25,2.1
Mangala,EVE,MID,26,2.0
Gruda,BHA,MID,21,2.0
Gruda,BHA,MID,22,2.0
Gruda,BHA,MID,23,2.2
Gruda,BHA,MID,24,1.9
Gruda,BHA,MID,25,2.0
Gruda,BHA,MID,26,2.3
Bogarde,AVL,DEF,21,2.0
Bogarde,AVL,DEF,22,2.4
Bogarde,AVL,DEF,23,2.0
Bogarde,AVL,DEF,24,2.2
Bogarde,AVL,DEF,25,1.9
Bogarde,AVL,DEF,26,2.1
Nedeljkovic,AVL,DEF,21,2.0
Nedeljkovic,AVL,DEF,22,2.4
Nedeljkovic,AVL,DEF,23,2.0
Nedeljkovic,AVL,DEF,24,2.2
Nedeljkovic,AVL,DEF,25,2.0
Nedeljkovic,AVL,DEF,26,2.1
Johnson,IPS,DEF,21,2.0
Johnson,IPS,DEF,22,2.1
Johnson,IPS,DEF,23,2.5
Johnson,IPS,DEF,24,1.8
Johnson,IPS,DEF,25,2.4
Johnson,IPS,DEF,26,2.1
Dibling,SOU,MID,21,2.0
Dibling,SOU,MID,22,1.9
Dibling,SOU,MID,23,2.0
Dibling,SOU,MID,24,2.0
Dibling,SOU,MID,25,2.1
Dibling,SOU,MID,26,2.0
Summerville,WHU,MID,21,2.0
Summerville,WHU,MID,22,2.1
Summerville,WHU,MID,23,2.0
Summerville,WHU,MID,24,2.0
Summerville,WHU,MID,25,2.2
Summerville,WHU,MID,26,1.8
Sterling,ARS,MID,21,2.0
Sterling,ARS,MID,22,2.1
Sterling,ARS,MID,23,2.1
Sterling,ARS,MID,24,1.9
Sterling,ARS,MID,25,2.1
Sterling,ARS,MID,26,2.1
Okoli,LEI,DEF,21,2.0
Okoli,LEI,DEF,22,2.0
Okoli,LEI,DEF,23,2.5
Okoli,LEI,DEF,24,2.0
Okoli,LEI,DEF,25,2.1
Okoli,LEI,DEF,26,2.0
Vestergaard,LEI,DEF,21,2.0
Vestergaard,LEI,DEF,22,2.0
Vestergaard,LEI,DEF,23,2.5
Vestergaard,LEI,DEF,24,2.1
Vestergaard,LEI,DEF,25,2.1
Vestergaard,LEI,DEF,26,2.0
Scarles,WHU,DEF,21,2.0
Scarles,WHU,DEF,22,1.9
Scarles,WHU,DEF,23,2.4
Scarles,WHU,DEF,24,2.4
Scarles,WHU,DEF,25,2.0
Scarles,WHU,DEF,26,2.4
O'Riley,BHA,MID,21,2.0
O'Riley,BHA,MID,22,2.0
O'Riley,BHA,MID,23,2.2
O'Riley,BHA,MID,24,1.9
O'Riley,BHA,MID,25,2.0
O'Riley,BHA,MID,26,2.4
Mount,MUN,MID,21,2.0
Mount,MUN,MID,22,1.9
Mount,MUN,MID,23,1.8
Mount,MUN,MID,24,1.9
Mount,MUN,MID,25,1.9
Mount,MUN,MID,26,1.8
Antony,MUN,MID,21,2.0
Antony,MUN,MID,22,1.9
Antony,MUN,MID,23,1.7
Antony,MUN,MID,24,1.9
Antony,MUN,MID,25,1.9
Antony,MUN,MID,26,1.8
Casey,WHU,DEF,21,2.0
Casey,WHU,DEF,22,1.9
Casey,WHU,DEF,23,2.4
Casey,WHU,DEF,24,2.4
Casey,WHU,DEF,25,2.0
Casey,WHU,DEF,26,2.4
Townsend,IPS,DEF,21,2.0
Townsend,IPS,DEF,22,2.0
Townsend,IPS,DEF,23,2.4
Townsend,IPS,DEF,24,1.8
Townsend,IPS,DEF,25,2.4
Townsend,IPS,DEF,26,2.0
Evans,MUN,DEF,21,2.0
Evans,MUN,DEF,22,2.1
Evans,MUN,DEF,23,2.4
Evans,MUN,DEF,24,2.1
Evans,MUN,DEF,25,2.7
Evans,MUN,DEF,26,2.2
J.Clarke,IPS,MID,21,2.0
J.Clarke,IPS,MID,22,1.8
J.Clarke,IPS,MID,23,1.7
J.Clarke,IPS,MID,24,2.0
J.Clarke,IPS,MID,25,1.8
J.Clarke,IPS,MID,26,1.9
Maguire,MUN,DEF,21,2.0
Maguire,MUN,DEF,22,2.1
Maguire,MUN,DEF,23,2.3
Maguire,MUN,DEF,24,2.0
Maguire,MUN,DEF,25,2.6
Maguire,MUN,DEF,26,2.1
Lindelof,MUN,DEF,21,2.0
Lindelof,MUN,DEF,22,2.1
Lindelof,MUN,DEF,23,2.3
Lindelof,MUN,DEF,24,2.0
Lindelof,MUN,DEF,25,2.6
Lindelof,MUN,DEF,26,2.2
Kamada,CRY,MID,21,2.0
Kamada,CRY,MID,22,1.9
Kamada,CRY,MID,23,1.8
Kamada,CRY,MID,24,1.8
Kamada,CRY,MID,25,1.8
Kamada,CRY,MID,26,1.8
Barkley,AVL,MID,21,1.9
Barkley,AVL,MID,22,1.7
Barkley,AVL,MID,23,2.1
Barkley,AVL,MID,24,2.0
Barkley,AVL,MID,25,2.1
Barkley,AVL,MID,26,1.9
Brereton Díaz,SOU,MID,21,1.9
Brereton Díaz,SOU,MID,22,1.8
Brereton Díaz,SOU,MID,23,2.0
Brereton Díaz,SOU,MID,24,1.9
Brereton Díaz,SOU,MID,25,2.1
Brereton Díaz,SOU,MID,26,2.0
Baleba,BHA,MID,21,1.9
Baleba,BHA,MID,22,2.0
Baleba,BHA,MID,23,2.1
Baleba,BHA,MID,24,1.9
Baleba,BHA,MID,25,2.0
Baleba,BHA,MID,26,2.2
Patterson,EVE,DEF,21,1.9
Patterson,EVE,DEF,22,2.0
Patterson,EVE,DEF,23,2.1
Patterson,EVE,DEF,24,2.0
Patterson,EVE,DEF,25,2.2
Patterson,EVE,DEF,26,1.9
Minteh,BHA,MID,21,1.9
Minteh,BHA,MID,22,1.9
Minteh,BHA,MID,23,2.0
Minteh,BHA,MID,24,1.8
Minteh,BHA,MID,25,1.8
Minteh,BHA,MID,26,2.3
Rodney,CRY,MID,21,1.9
Rodney,CRY,MID,22,1.9
Rodney,CRY,MID,23,1.8
Rodney,CRY,MID,24,1.8
Rodney,CRY,MID,25,1.9
Rodney,CRY,MID,26,1.8
Umeh-Chibueze,CRY,MID,21,1.9
Umeh-Chibueze,CRY,MID,22,1.9
Umeh-Chibueze,CRY,MID,23,1.8
Umeh-Chibueze,CRY,MID,24,1.8
Umeh-Chibueze,CRY,MID,25,1.9
Umeh-Chibueze,CRY,MID,26,1.8
Muniz,FUL,FWD,21,1.9
Muniz,FUL,FWD,22,2.0
Muniz,FUL,FWD,23,1.8
Muniz,FUL,FWD,24,1.6
Muniz,FUL,FWD,25,1.9
Muniz,FUL,FWD,26,1.9
Hee Chan,WOL,MID,21,1.9
Hee Chan,WOL,MID,22,1.9
Hee Chan,WOL,MID,23,1.8
Hee Chan,WOL,MID,24,2.0
Hee Chan,WOL,MID,25,1.8
Hee Chan,WOL,MID,26,1.9
Kukonki,MUN,DEF,21,1.9
Kukonki,MUN,DEF,22,2.1
Kukonki,MUN,DEF,23,2.3
Kukonki,MUN,DEF,24,2.0
Kukonki,MUN,DEF,25,2.5
Kukonki,MUN,DEF,26,2.1
McAtee,MCI,MID,21,1.9
McAtee,MCI,MID,22,1.8
McAtee,MCI,MID,23,1.9
McAtee,MCI,MID,24,1.6
McAtee,MCI,MID,25,2.0
McAtee,MCI,MID,26,1.9
Nketiah,CRY,FWD,21,1.9
Nketiah,CRY,FWD,22,1.8
Nketiah,CRY,FWD,23,1.7
Nketiah,CRY,FWD,24,1.7
Nketiah,CRY,FWD,25,1.9
Nketiah,CRY,FWD,26,1.6
Fletcher,MUN,MID,21,1.9
Fletcher,MUN,MID,22,1.8
Fletcher,MUN,MID,23,1.8
Fletcher,MUN,MID,24,1.8
Fletcher,MUN,MID,25,1.9
Fletcher,MUN,MID,26,1.8
Fitzgerald,MUN,MID,21,1.9
Fitzgerald,MUN,MID,22,1.8
Fitzgerald,MUN,MID,23,1.8
Fitzgerald,MUN,MID,24,1.8
Fitzgerald,MUN,MID,25,1.9
Fitzgerald,MUN,MID,26,1.8
Amass,MUN,DEF,21,1.9
Amass,MUN,DEF,22,2.1
Amass,MUN,DEF,23,2.3
Amass,MUN,DEF,24,2.0
Amass,MUN,DEF,25,2.5
Amass,MUN,DEF,26,2.0
Gray,TOT,MID,21,1.9
Gray,TOT,MID,22,2.1
Gray,TOT,MID,23,2.3
Gray,TOT,MID,24,2.1
Gray,TOT,MID,25,2.1
Gray,TOT,MID,26,2.1
Rak-Sakyi,CHE,MID,21,1.9
Rak-Sakyi,CHE,MID,22,1.9
Rak-Sakyi,CHE,MID,23,1.7
Rak-Sakyi,CHE,MID,24,1.9
Rak-Sakyi,CHE,MID,25,1.8
Rak-Sakyi,CHE,MID,26,1.7
George,CHE,MID,21,1.9
George,CHE,MID,22,1.9
George,CHE,MID,23,1.7
George,CHE,MID,24,1.9
George,CHE,MID,25,1.8
George,CHE,MID,26,1.7
Hayden,NEW,MID,21,1.9
Hayden,NEW,MID,22,1.9
Hayden,NEW,MID,23,2.1
Hayden,NEW,MID,24,1.8
Hayden,NEW,MID,25,1.7
Hayden,NEW,MID,26,1.8
Kuol,NEW,MID,21,1.9
Kuol,NEW,MID,22,1.9
Kuol,NEW,MID,23,2.1
Kuol,NEW,MID,24,1.8
Kuol,NEW,MID,25,1.7
Kuol,NEW,MID,26,1.8
P.M.Sarr,TOT,MID,21,1.9
P.M.Sarr,TOT,MID,22,2.1
P.M.Sarr,TOT,MID,23,2.2
P.M.Sarr,TOT,MID,24,2.2
P.M.Sarr,TOT,MID,25,2.0
P.M.Sarr,TOT,MID,26,2.1
M.França,CRY,MID,21,1.9
M.França,CRY,MID,22,1.9
M.França,CRY,MID,23,1.8
M.França,CRY,MID,24,1.8
M.França,CRY,MID,25,1.8
M.França,CRY,MID,26,1.7
Lavia,CHE,MID,21,1.9
Lavia,CHE,MID,22,1.9
Lavia,CHE,MID,23,1.6
Lavia,CHE,MID,24,1.9
Lavia,CHE,MID,25,1.7
Lavia,CHE,MID,26,1.6
Godo,FUL,MID,21,1.9
Godo,FUL,MID,22,1.9
Godo,FUL,MID,23,1.7
Godo,FUL,MID,24,1.7
Godo,FUL,MID,25,1.8
Godo,FUL,MID,26,1.8
Collyer,MUN,MID,21,1.9
Collyer,MUN,MID,22,1.8
Collyer,MUN,MID,23,1.7
Collyer,MUN,MID,24,1.8
Collyer,MUN,MID,25,1.8
Collyer,MUN,MID,26,1.8
Cartwright,LEI,MID,21,1.9
Cartwright,LEI,MID,22,1.8
Cartwright,LEI,MID,23,1.9
Cartwright,LEI,MID,24,1.8
Cartwright,LEI,MID,25,1.7
Cartwright,LEI,MID,26,1.9
Wright,MCI,MID,21,1.8
Wright,MCI,MID,22,1.8
Wright,MCI,MID,23,1.7
Wright,MCI,MID,24,1.6
Wright,MCI,MID,25,1.8
Wright,MCI,MID,26,1.7
Golding,LEI,MID,21,1.8
Golding,LEI,MID,22,1.8
Golding,LEI,MID,23,1.9
Golding,LEI,MID,24,1.8
Golding,LEI,MID,25,1.7
Golding,LEI,MID,26,1.8
Phillips,IPS,MID,21,1.8
Phillips,IPS,MID,22,1.8
Phillips,IPS,MID,23,1.7
Phillips,IPS,MID,24,1.9
Phillips,IPS,MID,25,1.7
Phillips,IPS,MID,26,1.8
Cresswell,WHU,DEF,21,1.8
Cresswell,WHU,DEF,22,1.8
Cresswell,WHU,DEF,23,2.2
Cresswell,WHU,DEF,24,2.3
Cresswell,WHU,DEF,25,1.8
Cresswell,WHU,DEF,26,2.3
Jimoh,AVL,MID,21,1.8
Jimoh,AVL,MID,22,1.6
Jimoh,AVL,MID,23,1.9
Jimoh,AVL,MID,24,1.9
Jimoh,AVL,MID,25,1.9
Jimoh,AVL,MID,26,1.7
O'Brien-Whitmarsh,SOU,MID,21,1.8
O'Brien-Whitmarsh,SOU,MID,22,1.7
O'Brien-Whitmarsh,SOU,MID,23,1.8
O'Brien-Whitmarsh,SOU,MID,24,1.8
O'Brien-Whitmarsh,SOU,MID,25,1.9
O'Brien-Whitmarsh,SOU,MID,26,1.8
King,FUL,MID,21,1.8
King,FUL,MID,22,1.8
King,FUL,MID,23,1.7
King,FUL,MID,24,1.7
King,FUL,MID,25,1.8
King,FUL,MID,26,1.8
Bates,EVE,MID,21,1.8
Bates,EVE,MID,22,1.8
Bates,EVE,MID,23,1.8
Bates,EVE,MID,24,2.0
Bates,EVE,MID,25,1.8
Bates,EVE,MID,26,1.8
G.Rodríguez,WHU,MID,21,1.8
G.Rodríguez,WHU,MID,22,1.9
G.Rodríguez,WHU,MID,23,1.7
G.Rodríguez,WHU,MID,24,1.7
G.Rodríguez,WHU,MID,25,1.9
G.Rodríguez,WHU,MID,26,1.6
Devenny,CRY,MID,21,1.8
Devenny,CRY,MID,22,1.8
Devenny,CRY,MID,23,1.8
Devenny,CRY,MID,24,1.7
Devenny,CRY,MID,25,1.8
Devenny,CRY,MID,26,1.7
Álvarez,WHU,MID,21,1.8
Álvarez,WHU,MID,22,1.9
Álvarez,WHU,MID,23,1.8
Álvarez,WHU,MID,24,1.8
Álvarez,WHU,MID,25,1.9
Álvarez,WHU,MID,26,1.7
Choudhury,LEI,MID,21,1.8
Choudhury,LEI,MID,22,1.7
Choudhury,LEI,MID,23,1.8
Choudhury,LEI,MID,24,1.8
Choudhury,LEI,MID,25,1.6
Choudhury,LEI,MID,26,1.8
Hirst,IPS,FWD,21,1.8
Hirst,IPS,FWD,22,1.6
Hirst,IPS,FWD,23,1.5
Hirst,IPS,FWD,24,2.0
Hirst,IPS,FWD,25,1.6
Hirst,IPS,FWD,26,1.7
Broggio,AVL,MID,21,1.8
Broggio,AVL,MID,22,1.6
Broggio,AVL,MID,23,1.9
Broggio,AVL,MID,24,1.9
Broggio,AVL,MID,25,1.9
Broggio,AVL,MID,26,1.7
Young,AVL,MID,21,1.8
Young,AVL,MID,22,1.6
Young,AVL,MID,23,1.9
Young,AVL,MID,24,1.9
Young,AVL,MID,25,1.9
Young,AVL,MID,26,1.7
Enciso,BHA,MID,21,1.8
Enciso,BHA,MID,22,1.9
Enciso,BHA,MID,23,1.9
Enciso,BHA,MID,24,1.8
Enciso,BHA,MID,25,1.7
Enciso,BHA,MID,26,2.1
C.Doucouré,CRY,MID,21,1.8
C.Doucouré,CRY,MID,22,1.8
C.Doucouré,CRY,MID,23,1.7
C.Doucouré,CRY,MID,24,1.7
C.Doucouré,CRY,MID,25,1.8
C.Doucouré,CRY,MID,26,1.6
Orford,WHU,MID,21,1.8
Orford,WHU,MID,22,1.9
Orford,WHU,MID,23,1.7
Orford,WHU,MID,24,1.7
Orford,WHU,MID,25,1.9
Orford,WHU,MID,26,1.6
Kabia,ARS,MID,21,1.8
Kabia,ARS,MID,22,1.8
Kabia,ARS,MID,23,1.9
Kabia,ARS,MID,24,1.7
Kabia,ARS,MID,25,1.9
Kabia,ARS,MID,26,1.9
Oulad M'hand,ARS,MID,21,1.8
Oulad M'hand,ARS,MID,22,1.8
Oulad M'hand,ARS,MID,23,1.9
Oulad M'hand,ARS,MID,24,1.7
Oulad M'hand,ARS,MID,25,1.9
Oulad M'hand,ARS,MID,26,1.9
Jota Silva,NFO,MID,21,1.8
Jota Silva,NFO,MID,22,2.1
Jota Silva,NFO,MID,23,1.7
Jota Silva,NFO,MID,24,2.0
Jota Silva,NFO,MID,25,1.9
Jota Silva,NFO,MID,26,1.8
L.Guilherme,WHU,MID,21,1.8
L.Guilherme,WHU,MID,22,1.9
L.Guilherme,WHU,MID,23,1.7
L.Guilherme,WHU,MID,24,1.8
L.Guilherme,WHU,MID,25,1.9
L.Guilherme,WHU,MID,26,1.6
Deivid,CHE,FWD,21,1.8
Deivid,CHE,FWD,22,1.8
Deivid,CHE,FWD,23,1.5
Deivid,CHE,FWD,24,1.8
Deivid,CHE,FWD,25,1.7
Deivid,CHE,FWD,26,1.6
H.Clarke,IPS,DEF,21,1.8
H.Clarke,IPS,DEF,22,1.9
H.Clarke,IPS,DEF,23,2.2
H.Clarke,IPS,DEF,24,1.6
H.Clarke,IPS,DEF,25,2.2
H.Clarke,IPS,DEF,26,1.9
Daka,LEI,FWD,21,1.8
Daka,LEI,FWD,22,1.7
Daka,LEI,FWD,23,1.7
Daka,LEI,FWD,24,1.8
Daka,LEI,FWD,25,1.5
Daka,LEI,FWD,26,1.7
Marsh,CRY,FWD,21,1.8
Marsh,CRY,FWD,22,1.7
Marsh,CRY,FWD,23,1.6
Marsh,CRY,FWD,24,1.6
Marsh,CRY,FWD,25,1.7
Marsh,CRY,FWD,26,1.5
Peupion,BHA,MID,21,1.8
Peupion,BHA,MID,22,1.8
Peupion,BHA,MID,23,1.9
Peupion,BHA,MID,24,1.7
Peupion,BHA,MID,25,1.7
Peupion,BHA,MID,26,2.1
Willock,NEW,MID,21,1.8
Willock,NEW,MID,22,1.8
Willock,NEW,MID,23,2.0
Willock,NEW,MID,24,1.7
Willock,NEW,MID,25,1.6
Willock,NEW,MID,26,1.7
Elliott,LIV,MID,21,1.8
Elliott,LIV,MID,22,1.9
Elliott,LIV,MID,23,2.1
Elliott,LIV,MID,24,1.7
Elliott,LIV,MID,25,2.1
Elliott,LIV,MID,26,1.7
Lewis-Skelly,ARS,MID,21,1.8
Lewis-Skelly,ARS,MID,22,1.8
Lewis-Skelly,ARS,MID,23,1.8
Lewis-Skelly,ARS,MID,24,1.7
Lewis-Skelly,ARS,MID,25,1.9
Lewis-Skelly,ARS,MID,26,1.8
R.Gomes,WOL,MID,21,1.7
R.Gomes,WOL,MID,22,1.7
R.Gomes,WOL,MID,23,1.7
R.Gomes,WOL,MID,24,1.9
R.Gomes,WOL,MID,25,1.7
R.Gomes,WOL,MID,26,1.7
Jorginho,ARS,MID,21,1.7
Jorginho,ARS,MID,22,1.8
Jorginho,ARS,MID,23,1.9
Jorginho,ARS,MID,24,1.7
Jorginho,ARS,MID,25,2.0
Jorginho,ARS,MID,26,1.9
Dominguez,NFO,MID,21,1.7
Dominguez,NFO,MID,22,1.9
Dominguez,NFO,MID,23,1.7
Dominguez,NFO,MID,24,1.8
Dominguez,NFO,MID,25,1.7
Dominguez,NFO,MID,26,1.7
Moder,BHA,MID,21,1.7
Moder,BHA,MID,22,1.7
Moder,BHA,MID,23,1.7
Moder,BHA,MID,24,1.6
Moder,BHA,MID,25,1.6
Moder,BHA,MID,26,2.0
Schlupp,CRY,MID,21,1.7
Schlupp,CRY,MID,22,1.7
Schlupp,CRY,MID,23,1.7
Schlupp,CRY,MID,24,1.6
Schlupp,CRY,MID,25,1.7
Schlupp,CRY,MID,26,1.6
Vinicius,FUL,FWD,21,1.7
Vinicius,FUL,FWD,22,1.8
Vinicius,FUL,FWD,23,1.6
Vinicius,FUL,FWD,24,1.4
Vinicius,FUL,FWD,25,1.6
Vinicius,FUL,FWD,26,1.6
Marc Guiu,CHE,FWD,21,1.7
Marc Guiu,CHE,FWD,22,1.7
Marc Guiu,CHE,FWD,23,1.4
Marc Guiu,CHE,FWD,24,1.7
Marc Guiu,CHE,FWD,25,1.6
Marc Guiu,CHE,FWD,26,1.5
Skipp,LEI,MID,21,1.7
Skipp,LEI,MID,22,1.7
Skipp,LEI,MID,23,1.7
Skipp,LEI,MID,24,1.7
Skipp,LEI,MID,25,1.6
Skipp,LEI,MID,26,1.7
Yarmoliuk,BRE,MID,21,1.7
Yarmoliuk,BRE,MID,22,1.7
Yarmoliuk,BRE,MID,23,1.7
Yarmoliuk,BRE,MID,24,1.8
Yarmoliuk,BRE,MID,25,1.8
Yarmoliuk,BRE,MID,26,1.8
Wheatley,MUN,FWD,21,1.7
Wheatley,MUN,FWD,22,1.5
Wheatley,MUN,FWD,23,1.5
Wheatley,MUN,FWD,24,1.6
Wheatley,MUN,FWD,25,1.6
Wheatley,MUN,FWD,26,1.6
Cairney,FUL,MID,21,1.7
Cairney,FUL,MID,22,1.8
Cairney,FUL,MID,23,1.9
Cairney,FUL,MID,24,1.6
Cairney,FUL,MID,25,2.0
Cairney,FUL,MID,26,2.0
Cundle,WOL,MID,21,1.7
Cundle,WOL,MID,22,1.7
Cundle,WOL,MID,23,1.7
Cundle,WOL,MID,24,1.8
Cundle,WOL,MID,25,1.6
Cundle,WOL,MID,26,1.7
Nyoni,LIV,MID,21,1.7
Nyoni,LIV,MID,22,1.9
Nyoni,LIV,MID,23,1.9
Nyoni,LIV,MID,24,1.7
Nyoni,LIV,MID,25,1.9
Nyoni,LIV,MID,26,1.7
Cornet,SOU,MID,21,1.7
Cornet,SOU,MID,22,1.6
Cornet,SOU,MID,23,1.7
Cornet,SOU,MID,24,1.7
Cornet,SOU,MID,25,1.8
Cornet,SOU,MID,26,1.7
Edozie,WOL,MID,21,1.7
Edozie,WOL,MID,22,1.7
Edozie,WOL,MID,23,1.7
Edozie,WOL,MID,24,1.8
Edozie,WOL,MID,25,1.6
Edozie,WOL,MID,26,1.7
Luongo,IPS,MID,21,1.7
Luongo,IPS,MID,22,1.6
Luongo,IPS,MID,23,1.6
Luongo,IPS,MID,24,1.8
Luongo,IPS,MID,25,1.6
Luongo,IPS,MID,26,1.7
De Cordova-Reid,LEI,MID,21,1.7
De Cordova-Reid,LEI,MID,22,1.7
De Cordova-Reid,LEI,MID,23,1.7
De Cordova-Reid,LEI,MID,24,1.7
De Cordova-Reid,LEI,MID,25,1.6
De Cordova-Reid,LEI,MID,26,1.7
Morton,LIV,MID,21,1.7
Morton,LIV,MID,22,1.8
Morton,LIV,MID,23,1.9
Morton,LIV,MID,24,1.7
Morton,LIV,MID,25,1.9
Morton,LIV,MID,26,1.7
Agbinone,CRY,MID,21,1.7
Agbinone,CRY,MID,22,1.7
Agbinone,CRY,MID,23,1.6
Agbinone,CRY,MID,24,1.6
Agbinone,CRY,MID,25,1.7
Agbinone,CRY,MID,26,1.6
C.Soler,WHU,MID,21,1.7
C.Soler,WHU,MID,22,1.8
C.Soler,WHU,MID,23,1.6
C.Soler,WHU,MID,24,1.6
C.Soler,WHU,MID,25,1.8
C.Soler,WHU,MID,26,1.5
Onuachu,SOU,FWD,21,1.7
Onuachu,SOU,FWD,22,1.6
Onuachu,SOU,FWD,23,1.6
Onuachu,SOU,FWD,24,1.7
Onuachu,SOU,FWD,25,1.7
Onuachu,SOU,FWD,26,1.7
Alves,LEI,MID,21,1.7
Alves,LEI,MID,22,1.6
Alves,LEI,MID,23,1.7
Alves,LEI,MID,24,1.7
Alves,LEI,MID,25,1.5
Alves,LEI,MID,26,1.7
Casadei,CHE,MID,21,1.7
Casadei,CHE,MID,22,1.7
Casadei,CHE,MID,23,1.5
Casadei,CHE,MID,24,1.7
Casadei,CHE,MID,25,1.6
Casadei,CHE,MID,26,1.5
Brierley,BRE,MID,21,1.7
Brierley,BRE,MID,22,1.7
Brierley,BRE,MID,23,1.8
Brierley,BRE,MID,24,1.8
Brierley,BRE,MID,25,1.9
Brierley,BRE,MID,26,1.9
Yogane,BRE,MID,21,1.7
Yogane,BRE,MID,22,1.7
Yogane,BRE,MID,23,1.8
Yogane,BRE,MID,24,1.8
Yogane,BRE,MID,25,1.9
Yogane,BRE,MID,26,1.9
Guedes,WOL,MID,21,1.7
Guedes,WOL,MID,22,1.7
Guedes,WOL,MID,23,1.7
Guedes,WOL,MID,24,1.9
Guedes,WOL,MID,25,1.6
Guedes,WOL,MID,26,1.6
Adams,BOU,MID,21,1.7
Adams,BOU,MID,22,1.7
Adams,BOU,MID,23,1.8
Adams,BOU,MID,24,1.7
Adams,BOU,MID,25,2.0
Adams,BOU,MID,26,1.9
B.Soumaré,LEI,MID,21,1.7
B.Soumaré,LEI,MID,22,1.6
B.Soumaré,LEI,MID,23,1.7
B.Soumaré,LEI,MID,24,1.7
B.Soumaré,LEI,MID,25,1.5
B.Soumaré,LEI,MID,26,1.7
McConnell,LIV,MID,21,1.7
McConnell,LIV,MID,22,1.8
McConnell,LIV,MID,23,1.8
McConnell,LIV,MID,24,1.6
McConnell,LIV,MID,25,1.8
McConnell,LIV,MID,26,1.6
Taylor,IPS,MID,21,1.7
Taylor,IPS,MID,22,1.6
Taylor,IPS,MID,23,1.4
Taylor,IPS,MID,24,1.8
Taylor,IPS,MID,25,1.4
Taylor,IPS,MID,26,1.7
Broja,EVE,FWD,21,1.7
Broja,EVE,FWD,22,1.6
Broja,EVE,FWD,23,1.6
Broja,EVE,FWD,24,1.9
Broja,EVE,FWD,25,1.7
Broja,EVE,FWD,26,1.7
Bissouma,TOT,MID,21,1.7
Bissouma,TOT,MID,22,1.9
Bissouma,TOT,MID,23,2.1
Bissouma,TOT,MID,24,1.9
Bissouma,TOT,MID,25,1.9
Bissouma,TOT,MID,26,1.8
Beto,EVE,FWD,21,1.7
Beto,EVE,FWD,22,1.6
Beto,EVE,FWD,23,1.6
Beto,EVE,FWD,24,1.9
Beto,EVE,FWD,25,1.7
Beto,EVE,FWD,26,1.6
Werner,TOT,MID,21,1.7
Werner,TOT,MID,22,2.0
Werner,TOT,MID,23,2.5
Werner,TOT,MID,24,2.2
Werner,TOT,MID,25,2.1
Werner,TOT,MID,26,2.1
Sosa,NFO,MID,21,1.7
Sosa,NFO,MID,22,1.9
Sosa,NFO,MID,23,1.6
Sosa,NFO,MID,24,1.8
Sosa,NFO,MID,25,1.7
